company_name,founded_year,company_hq_location,sector,company_description,founders,investor,amount_usd,funding_round,funding_month,funding_year
Mesh,2020.0,San Jose,Enterprise Software,Mesh is a social performance management platform for today's workforce.,"Gaurav Chaubey, Rahul Singh, Saurabh Nangia",Ankit Nagori and Sumon Sadhu,16100000.0,Series A,4,2022
Last9,2020.0,Santa Clara,Software,Last9 is a Site Reliability Engineering platform that helps improve production systems.,"Nishant Modak, Piyush Verma",Better Capital and Sequoia Capital India,13000000.0,Series A,4,2022
LoadShare,2017.0,Bengaluru,Logistics & Supply Chain,LoadShare is one of India's fastest-growing logistics companies with a  far-reaching express and logistics network,"Raghuram Talluri, Pramod Nair",Tiger Global,40000000.0,Series C,2,2022
Scaler,2019.0,Bengaluru,E-Learning,Scaler is devoted to creating a growth ecosystem to help software professionals unlock talent and opportunities at every stage of their career.,Abhimanyu Saxena,Lightrock India,55000000.0,Unknown,2,2022
Chargebee,2011.0,Chennai,Financial Services,Chargebee is a recurring billing and subscription management tool that helps SaaS and SaaS-like businesses streamline Revenue Operations.,"Krish Subramanian, Thiyagarajan T, Rajaraman Santhanam, Saravanan KP","Tiger Global, Sequoia Capital",250000000.0,Unknown,2,2022
Nautilus Mobile,2014.0,Pune,Computer Games,Nautilus Mobile is an independent mobile gaming studio,Rajan Navani,KRAFTON,5400000.0,Unknown,2,2022
Waterfield Advisors,2011.0,Mumbai,Financial Services,"India's largest Multi-Family Office and Wealth Advisory firm, providing holistic advice without any conflict of interest",Soumya Rajan,,6000000.0,Series B,2,2022
OneTo11,2020.0,Noida,Sports,OneTo11 is a tech driven gaming company.,Ravindra Kumar,"Maximus Capital, GDA Capital, Magnus Capital, NFT Technologies",2500000.0,Seed,2,2022
Scrut Automation,2021.0,Bengaluru,Information Technology & Services,"Scrut Provides the deepest cloud integration, which monitors against 140+ vulnerabilities","Ayush Ghosh Choudhury, Kush Kaushik","Lightspeed, Endiya Partners",3000000.0,Unknown,2,2022
The Renal Project,2019.0,Mumbai,Hospital & Health Care,The Renal Project (TRP) is a chain of dialysis micro-centres revolutionizing the availability and delivery of dialysis therapy.,Shashank Moddhia,"Emcure Pharmaceuticals, Aman Gupta, Sameer Mehta",unavailable,Unknown,2,2022
ZERUND,2018.0,Guwahati,Building Materials,Zerund brick is known as Plastic Embedded Lightweight Brick. It is a patented lightweight brick of Zerund Manufacturing Pvt. Ltd.,"Rupam Choudhury, Mousum Talukdar, David Pratim Gogoi",NEDFi Venture Capital,undisclosed,Pre-Series A,2,2022
Zama Organics,2016.0,Mumbai,Food & Beverages,Zama offers fresh organic produce sourced from farmers and artisans around India.,Shriya Naheta Wadhwa,"Ajay Kaushal, Arjun Lamba",undisclosed,Pre-Series A,2,2022
Jar,2021.0,Bengaluru,Financial Services,Jar is a daily gold savings app that lets you save money by taking spare change from your online transactions and investing it in digital gold automatically.,"Misbah Ashraf, Nishchay AG",Tiger Global,32000000.0,Series A,2,2022
Bombay Shaving Company,2015.0,New Delhi,Consumer Goods,Personal care and hair removal brand,Shantanu Deshpande,Gulf Islamic Investments,6000000.0,Unknown,2,2022
Logibricks,2017.0,Pune,Computer Software,Logibricks is a SaaS platform that helps online retailers manage their post-purchase operations from start to finish.,"Ameya Shah, Karan Kabra, Shereef Mohammed",Shiprocket,1500000.0,Unknown,2,2022
Pillow,2021.0,Bengaluru,Financial Services,"Pillow aims to make participation in DeFi as simple as possible, by abstracting out all technical, security, and strategic concerns","Arindam Roy, Rajath KM, Kartik Mishra",Elevation Capital,3000000.0,Seed,2,2022
SatSure,2017.0,Bengaluru,Defense & Space,SatSure is an innovative decision analytics company,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju","Baring PE India, ADB Ventures",5000000.0,Pre-Series A,2,2022
Trifecta Capital,2015.0,Gurugram,Venture Capital & Private Equity,Trifecta Capital is India's leading alternate financing platform for startups across their life cycle.,"Rahul Khanna, Nilesh Kothari",,200000000.0,Unknown,2,2022
Kritsnam,2015.0,Hyderabad,Information Technology & Services,Kritsnam Technologies has evolved from IIT Kanpur research and innovation centre with a vision towards data-driven water management.,"K Sri Harsha, Prudhvi Sagar, Vinay Chataraju, Neeraj Rai","Ashish Gupta, Kunal Shah, Vikram Karunakaram",800000.0,Pre-Series A,2,2022
Dvara SmartGold,2019.0,Mumbai,Financial Services,Investment service to financially integrate every household in the country through a uniquely curated gold savings plan.,Sanjeev Agarwal,"Axilor, Dvara Holdings",2000000.0,Pre-Series A,2,2022
GoalTeller,2020.0,Bengaluru,Information Technology & Services,GoalTeller is a bootstrapped fintech startup with an aim to provide financial planning tools to individual investors.,"Vivek Banka, Abhisek Puglia","Dr Ranjan Pai, Pankaj Fitkariwala, Himanshu Bhagat",500000.0,Pre-Series A,2,2022
Goldsetu,2021.0,Bengaluru,Saas,Gold Setu is a mobile-first SaaS platform for jewellery retailers that helps them to automate their workflows and digitally engage with their customers.,"Vikas Verma, Anuj Sachdev","Village Global, Better Capital, Titan Capital, iSeed",1200000.0,Seed,2,2022
Meraqui,2019.0,Pune,Human Resources,"A SaaS-enabled platform for effective grey and blue-collar workforce management specializing in employee lifecycle management, jobs and requisition management, and training and/or interview assessments.","Shalin Maheshwari, Lalit Singh",,1000000.0,Seed,2,2022
Elever,2020.0,Bengaluru,Financial Services,"India’s one-of-a-kind, fully personalised, goal-based investing app.","Anshul Sharan, Ram Subramaniam, Santosh R","Massimo Vita, Udaya Kumar",750000.0,Unknown,2,2022
Hero FinCorp,1991.0,New Delhi,Financial Services,"Delhi-based ?Hero FinCorp?, a non-banking finance company",Abhimanyu Munjal,"Apollo, Hero MotoCorp",267000000.0,Unknown,2,2022
Livspace,2015.0,Bengaluru,Home Decor,"Livspace is a trusted interior design marketplace that connects interior designers, vendors and customers across India and Singapore.","Anuj Srivastava, Ramakant Sharma","Ingka Group Investments, Jungle Ventures, Venturi Partners, Peugeot Investments",180000000.0,Series F,2,2022
ElasticRun,2016.0,Pune,B2B E-Commerce,ElasticRun is a Kirana Commerce Platform. It enables businesses to reach small Kirana stores in the deep rural parts of India.,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","SoftBank, Goldman Sachs",300000000.0,Series E,2,2022
Mintifi,2017.0,Mumbai,Financial Services,India's first Deep Tier Channel Financing Platform. Automating your Receivables Management. Working Capital to SMEs,,,unavailable,Unknown,2,2022
Anveya Living,2018.0,Bengaluru,Consumer Goods,"Anveya is building powerful brands that create a positive impact for the consumer, the industry and the planet.","Vivek Singh, Saurav Patnaik",Rukam Capital,1000000.0,Seed,2,2022
Kofluence,2019.0,Bengaluru,Marketing & Advertising,Kofluence connects Brands to Social Media Influencers.,"Sreeram Reddy Vanga, Ritesh Ujjwal","Kunal Shah, Apoorva Mehta",4000000.0,Pre-Series A,2,2022
Mango Point,2018.0,Chennai,Food & Beverages,Natural and Healthy Fresh Mangoes and Mango Gourmet Products,"Manjula Gandhi Rooban, Prasanna Venkatarathnam","The Chennai Angels, Native Angel Network, Keiretsu Chennai",200000.0,Unknown,2,2022
IndiaP2P,2021.0,Mumbai,Investment Management,Peer-to-peer investment platform,"Neha Juneja, Ravinder Voomidisingh, Mohit Gupta",Antler India,undisclosed,Seed,2,2022
Sprinto,2020.0,Bengaluru,Computer Software,"Sprinto helps SaaS companies become SOC-2 compliant, close enterprise deals, and pass vendor security assessments easily","Girish Redekar, Raghuveer Kancherla",Elevation Capital,10000000.0,Series A,2,2022
Xpressbees,2015.0,Pune,Logistics & Supply Chain,Fastest growing express logistics service provider in India catering to end-to-end supply chain solutions.,"Amitava Saha, Supam Maheshwari","Blackstone Growth, TPG Growth, ChrysCapital",300000000.0,Series F,2,2022
Wealthy.in,2015.0,Bengaluru,Financial Services,Enable professionals to grow wealth for investors,"Aditya Agarwal, Prashant Gupta",Alpha Wave Incubation,7500000.0,Series A,2,2022
xto10x,2019.0,Bengaluru,Information Technology & Services,Helping startups all over the world scale meaningfully into world-class companies.,"Binny Bansal, Saikiran Krishnamurthy",,25000000.0,Series A,2,2022
Karbon Card,2019.0,Bengaluru,Financial Services,"Karbon Card is a B2B payment solution for India's finance leaders, entrepreneurs, business owners and corporate executives.","Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Olive Tree Capital, Harmony, Avenir Growth Capital",15000000.0,Series A,2,2022
Oloid,2018.0,Bengaluru,Computer Software,Oloid is a physical identity software platform committed to providing secure and privacy-forward authentication for the modern workplace.,"Madhu Madhusudhanan, Mohit Garg",Dell Technologies Capital,12000000.0,Series A,2,2022
Bugworks,2014.0,Bengaluru,Biotechnology,Path breaking solutions to large unmet needs in Antimicrobial resistance (AMR) and immuno-oncology.,Anand Anandkumar,Lightrock India,18000000.0,Series B,2,2022
Peakperformer,2020.0,Bengaluru,Professional Training & Coaching,Empowering organizations by building leaders at all career levels.,"Aishwarya Goel, Nilesh Agarwal","Antler India, Blume Founders Fund",3000000.0,Seed,2,2022
Carbanio,2017.0,Hyderabad,B2B Marketplace,India's largest Chemicals Bazaar for buying and selling chemicals online,"Dr Rafi S, Vijay Devarakonda",Quantico Group USA,1300000.0,Seed,2,2022
Life & Pursuits,2016.0,Noida,"Health, Wellness & Fitness","Life & Pursuits is an Ayurveda beauty & wellness brand that focuses on global demand for organic, safe and effective products.","Mudit Consul, Aditi Consul, Manshu Aneja, Mani Agarwal","Pankaj Agrawal, Supermorpheus and Eagle10 Ventures",500000.0,Unknown,2,2022
Cercle X,2020.0,Coimbatore,Environmental Services,Infinite Cercle is the parent company of a group of companies dealing predominantly with enabling a circular economy and sustainability.,"Vishnu Vardhaan, Divya Shetty",Inflection Point Ventures,250000.0,Seed,2,2022
Spacejoy,2019.0,Bengaluru,Design,Building the future of home designs by weaving art and interactive 3D technology to enable the joy of designing homes in simple and easy steps.,"Arnab Saharoy, Vinay Indresh",Accel Partners,4000000.0,Pre-Series A,2,2022
Better Opinions,2021.0,Gurugram,Financial Services,"Better Opinions, an even trading platform",Samay Jain,"Java Capital, Soma Capital",1000000.0,Seed,2,2022
Prolance,2020.0,Bengaluru,Furniture,"Prolance,  a manufacturing platform for interior design companies","Rama Harinath K, Vivek Parasuram, Raghunath Gururajan, Jaisimha Sathyanarayana, Manoj K","Srini Anumolu, Karthik Bhat",500000.0,Pre-Series A,2,2022
Runo,2019.0,Secunderabad,Computer Software,"Runo delivers the functionalities of a full-function Customer Relationship Management suite, all built into a mobile app.","Rajsekhar Pattnaik, PV Vamsi",Unicorn India Ventures,500000.0,Pre-Series A,2,2022
RENEE Cosmetics,2019.0,Ahmedabad,Cosmetics,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.","Aashka Goradia Goble, Ashutosh Valani, Priyank Shah",Mensa Brands,1000000.0,Series A,2,2022
Altigreen,2012.0,Bengaluru,Automotive,"Altigreen is a leader in Electric Vehicle (EV) technology and solutions for Last Mile Transportation (LMT) through 2, 3 and 4 wheeled vehicles for commercial use.","Amitabh Saran, Lasse Mocklegaard, Shailendra Gupta, John Bangura",,40000000.0,Series A,2,2022
InMobi’s Glance,2019.0,Bengaluru,Software,Glance is an artificial intelligence based software company that delivers personalised content to the lock screens of smartphones.,Naveen Tewari,Jio Platforms,200000000.0,Unknown,2,2022
Kenko Health,2019.0,Mumbai,Hospital & Health Care,"Kenko Health is a new take on Health financing, with deeper and wider coverage options at significantly lower prices. Check out our plans with wide OPD coverage","Aniruddha Sen, Dhiraj Goel",Sequoia Capital India,12000000.0,Series A,2,2022
Aulerth,2021.0,Gurugram,Luxury Goods & Jewelry,Aulerth is bridging the gap between two worlds by creating jewelry that is couture-inspired and consciously made.,Vivek Ramabhadran,"Tarun Tahilian, M Venture Partners",1100000.0,Seed,2,2022
AltUni,2013.0,Mumbai,Education Management,Community-based alternative digital university,Ankit Doshi,"Amit Gupta, Mukesh Maniar, Rahul Gupta, Gautam Gurnani",500000.0,Unknown,2,2022
GreenPod Labs,2019.0,Chennai,Biotechnology,Provide cost-effective post-harvest solutions to extend the shelf life of fruits and vegetables during storage and transport.,Deepak Rajmohan,Indian Angel Network,500000.0,Pre-Seed,2,2022
RapiPay,2021.0,New Delhi,Financial Services,A single app for all banking and financial needs.,Nipun Jain,Varun Jaipuria,15000000.0,Unknown,2,2022
Entri.app,2015.0,Kochi,E-Learning,"E-learning Entri is a vernacular language learning platform for India, focused on helping people acquire relevant job skills.",Mohammed Hisamuddin,"Omidyar Network India, Innospark Ventures",7000000.0,Series A,2,2022
GOQii,2014.0,Mumbai,"Health, Wellness & Fitness",GOQii is a smart preventive healthcare ecosystem which enables you to live a healthy and active life!,Vishal Gondal,Sumeru Ventures,50000000.0,Series C,2,2022
Proactive For Her,2020.0,Bengaluru,"Health, Wellness & Fitness","Proactive For Her is a digital platform for women, offering accessible, personalized and confidential healthcare solutions.",Achitha Jacob,"Vertex Ventures, Nexus Venture Partners",5500000.0,Series A,2,2022
Actyv.ai,2019.0,Bengaluru,Computer Software,Large enterprises are using Actyv.ai to transform their supply chains and to empower their Channel Partners.,"Raghunath Subramanian, Raghu Venkat, Ramkumar Thirumurthi",1Digi Investment management,5000000.0,Pre-Series A,2,2022
Lummo,2019.0,Bengaluru,Saas,Lummo exists for entrepreneurs filled with motivation and a zeal to grow.,Krishnan Menon,Jeff Bezos,80000000.0,Series C,2,2022
Uniphore,2008.0,Chennai,Computer Software,"Uniphore is the global leader in Conversational Service Automation (CSA), which combines the power of artificial intelligence, automation technology and machine learning.","Umesh Sachdev, Ravi Saraogi",March Capital,400000000.0,Series E,2,2022
Join Ventures,2020.0,Mumbai,Venture Capital & Private Equity,"Join Ventures, house of D2C brands for celebrations, is building leadership through its growing portfolio of brands, including IGP.com",Tarun Joshi,"DSG Consumer Partners, Rajiv Dadlani Group, 9Unicorns, Venture Catalysts",1000000.0,Series A,2,2022
AGRIM,2020.0,Gurugram,Agritech,"A B2B Agri-Input e-commerce marketplace, which brings small retailers and manufacturers on one platform.","Avi Jain, Mukul Garg",Kalaari Capital,10000000.0,Series A,2,2022
DealShare,2018.0,Bengaluru,Social Commerce,"Dealshare is a fast growing social e-commerce startup, an online buying platform for multi-category consumer products, focused on the new 'WhatsApp first' India.","Rajat Shikhar, Sankar Bora, Sourjyendu Medda, Vineet Rao",Abu Dhabi Investment Authority,45000000.0,Series E,2,2022
GrowFitter,2016.0,Mumbai,"Health, Wellness & Fitness",Growfitter is a gamified digital health reward platform that adds financial benefits to your physical activity!,"Harshit Sethy, Sanmati Pande",DevX Venture Fund,1200000.0,Unknown,2,2022
Stellapps,2011.0,Bengaluru,Computer Software,Stellapps is an end-to-end dairy technology solutions company – the first of its kind in India.,Ranjith Mukundan,IDH FarmFit,undisclosed,Unknown,2,2022
Propelld,2017.0,Bengaluru,Financial Services,Propelld is a series-B funded fintech company that enables flexible financing solutions through fully digital journeys for learners pursuing education programs at vetted partner institutions.,"Victor Senapaty, Bibhu Prasad Das",WestBridge Capital,35000000.0,Series B,2,2022
Pine Labs,1998.0,Noida,Information Technology & Services,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,"Lokvir Kapoor, Rajul Garg, Tarun Upadhyay",Alpha Wave Venture,150000000.0,Unknown,2,2022
Increff,2016.0,Bengaluru,Computer Software,Increff is a business partner to Fashion and Lifestyle brands and retailers to deliver significant and sustainable increase in sales and inventory efficiency.,Rajul Jain,"TVS Capital Funds, Premji Invest",12000000.0,Series B,2,2022
Krishify,2019.0,Gurugram,Social Media,Rural social network,"Rajesh Ranjan, Manish Agrawal, Avinash Kumar","Ankur Capital, Omidyar Network India, Orios Venture Partners",6200000.0,Pre-Series A,2,2022
Fleetx.io,2017.0,Gurugram,Computer Software,Fleetx is an AI-Driven Freight Movement Platform that helps supply chain and logistics stakeholders digitize their operations and helps them make smart decisions based on real time actionable insights.,"Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria Vishal Misra",IndiaMart,19000000.0,Series B,2,2022
MediBuddy,2002.0,Bengaluru,"Health, Wellness & Fitness","MediBuddy - India’s Largest & most Trusted Digital Healthcare Platform for inpatient, outpatient, wellness & fitness needs","Satish Kannan, Enbasekar","Quadria Capital, Lightrock India",125000000.0,Series C,2,2022
Happilo,2016.0,Bengaluru,Food & Beverages,Happilo is a gourmet healthy food brand from Bangalore.,Vikas Nahar,Motilal Oswal,25000000.0,Unknown,2,2022
V-Ensure,2010.0,Mumbai,Pharmaceuticals,Development of Pharmaceutical dossiers for the regulated markets.,Sathyanarayana vemula,Investcorp,10000000.0,Unknown,2,2022
Chargeup,2019.0,New Delhi,Renewables & Environment,"Charge-up offers  Battery as a Service, solving the high cost problem  and inconvenience of  long charging hours,  through its distributed  network of battery swapping hubs.","Varun Goenka, Ankur Madan","Capital A, Anicut Capital",2500000.0,Pre-Series A,2,2022
RetainIQ,2021.0,Bengaluru,E-Commerce,"RetainIQ enables ecommerce stores & brands globally, to convert and retain their customers","Sitakanta Ray, Arpit Gupta, Sulakshan Kumar",Accel Partners,2300000.0,Seed,2,2022
Adicube,2019.0,Bengaluru,Marketing & Advertising,An influencer marketing platform,Sreetam Panda,Pitcherlabs Ventures,1600000.0,Pre-Seed,2,2022
Com Olho,2019.0,Gurugram,Information Technology & Services,Com Olho is a leading cloud-based cyber security as a service platform.,Abhinav Bangia,Inflection Point Venture,2000000.0,Seed,2,2022
CertifyMe,2021.0,Bengaluru,Information Technology & Services,A Credential platform that enables Event producers and TechEd firms to maximize their brand's presence,Ranjith Tharayil,Anas Rahman Junaid,undisclosed,Seed,2,2022
Wholsum Foods,2016.0,Gurugram,Food & Beverages,Millet-based food startup,"Meghana Narayan, Shauravi Malik",Investment Corporation of Dubai,7000000.0,Unknown,2,2022
SandLogic,2018.0,Bengaluru,Computer Software,"SandLogic (SL) is an Enterprise AI company, born with a passion to deliver the AI that powers Enterprises.","Kamalakar Devaki, Jesudas Fernandes, Radhika Kanigiri, Ravi Kumar Rayana","Sanjay Singhania, Sai Kumar",4000000.0,Pre-Series A,2,2022
Xoxoday,2012.0,Bengaluru,Computer Software,"Xoxoday provides technology infrastructure to enable businesses to automate rewards, incentives & payouts for employees, customers & channel partners.","Sumit Khandelwal, Manoj Agarwal, Abhishek Kumar, Kushal Agrawal",Giift,30000000.0,Unknown,2,2022
Shipsy,2015.0,Gurugram,Computer Software,"Empower organizations handling trade and logistics to accelerate business growth, optimize costs and enhance customer experiences using our smart end-to-end global logistics management platform.","Soham, Himanshu Gupta, Dhruv Agrawal, Sahil Arora, Harsh Kumar","A91 Partners, Z3 Partners",25000000.0,Series B,2,2022
Arrivae,2017.0,Mumbai,Furniture,"Arrivae, an interior designing startu",Yash Kela,"Think Investments, Havells",9000000.0,Series B,2,2022
IvyCap Ventures,2011.0,Mumbai,Investment Management,IvyCap Ventures has launched a venture capital fund guided by an entrepreneur-centric investment approach.,Vikram Gupta,,215000000.0,Unknown,2,2022
Finarkein Analytics,2019.0,Pune,Information Technology & Services,Finarkein Analytics are the builders of Flux: A responsible analytics platform.,Nikhil Kurhe,"IIFL, Info Edge",undisclosed,Seed,2,2022
StockDaddy,2021.0,Gurugram,E-Learning,StockDaddy ''The Stock Learning App'' that has the power to turn even a rookie into a booming trader at the stock market.,Alok Kumar,"Gurmimdar Pal Singh, Jatin Arneja",undisclosed,Unknown,2,2022
Prime Venture Partners,2011.0,Bengaluru,Venture Capital & Private Equity,An early-stage Venture Fund managed by serial entrepreneurs.,"Shripati Acharya, Amit Somani, Sanjay Swamy",International Finance Corporation,120000000.0,Unknown,2,2022
Bhanzu,2020.0,Hyderabad,Education Management,Bhanzu aims to inculcate a love for math at a global level and change the way students perceive math for a better world,Neelakantha Bhanu,"Nitin Gupta, Maninder Gulati",2000000.0,Seed,2,2022
Kalvi,2021.0,Bengaluru,Education Management,World's first liberal engineering degree in Computer Science. Partnership with top universities and enterprises.,Rajesh Kumar,"Nithin Kamath, Rahul Chari",1700000.0,Seed,2,2022
Aastey,2020.0,Mumbai,Apparel & Fashion,"Building India's first size inclusive brand for athleisure, activewear & essentials for women.","Kanupriya Mundhra, Jeevika Tyagi",CXXO,1300000.0,Seed,2,2022
Accelero Vehicles,2017.0,New Delhi,Automotive,"eBik™ developed by ""Accelero Vehicles India Private Limited” aims to provide motorized mobility for all.",Anant Jain,"Social Alpha, LetsVenture",200000.0,Seed,2,2022
UP Funds,2017.0,Bengaluru,Saas,SaaS Accelerator for founders who care about optionality,Shekar Nair,WestBridge Capital,9000000.0,Unknown,2,2022
Koo,2020.0,Bengaluru,Microblogging,"Koo App, the microblogging platform","Aprameya Radhakrishna,Mayank Bidawatka","Capsier Venture Partner, Ravi Modi Family Trust, Ashneer Grover, FBC Venture Partners, Adventz Finance",10000000.0,Unknown,2,2022
DaMENSCH,2018.0,Bengaluru,Apparel & Fashion,"Innovative, sustainable, premium, essential fashion for men.","Anurag Saboo, Gaurav Pushkar",A91 Partners,10000000.0,Series B,2,2022
TestSigma,2019.0,Bengaluru,Information Technology & Services,A powerful open source test automation platform for modern teams.,"Rukmangada Kandyala, Pratheep Velicherla, Vikram Chaitanya, Rajesh Reddy","Accel, STRIVE",4600000.0,Unknown,2,2022
Upswing Financial Technologies,2021.0,Mumbai,Financial Services,"Enable consumer companies to offer differentiated financial products and empower the financial institutions with greater reach through our Secure, Scalable and easy to integrate API platform.","Anupam Bagchi, Nihar Gupta","Kunal Shah, Rajan Bajaj",4000000.0,Unknown,2,2022
ClaimBuddy,2020.0,Gurugram,Hospital & Health Care,ClaimBuddy.in is a MediClaim support company that acts as one-stop solutions for Claim assistance for Patients & Hospitals.,"Ajit Patel, Khet Singh","Chiratae Ventures, Rebright Partners",3000000.0,Pre-Series A,2,2022
Mamaearth,2016.0,Gurugram,"Health, Wellness & Fitness","Making products which are mum-baby friendly, toxin-free, meet stringent international standards & are basically ultra awesome, MamaEarth was born.",Varun Alagh,Sequoia,52000000.0,Unknown,1,2022
EsportsXO,2020.0,Bengaluru,Mobile Games,"An esports company which offers tournament management, creator management & content","Utsav Umang, Rohit Raj, Vikas Goel","We Founder Circle, Wami Capital, SucSEED Indovation Fund",1000000.0,Seed,1,2022
Geniemode,2021.0,Gurugram,Import & Export,Geniemode is building an extensive online platform solution for global buyers ranging from Mom & Pop stores to global giant retailers.,"Tanuj Gangwani, Amit Sharma","Deepinder Goyal, Kunal Shah, Prashant Malik, Pankaj Gupta",7000000.0,Series A,1,2022
Exotel,2011.0,Bengaluru,Telecommunications,"Customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",Shivakumar Ganesan,Steadview Capital,40000000.0,Series D,1,2022
Innoviti Payment Solutions,2002.0,Bengaluru,Financial Services,Innoviti is India’s most exciting payments company that has always brought differentiation through innovative solutions to solve real-world payment problems for businesses.,Rajeev Agrawal,"Trifecta Debt Fund, Patni Advisors, Bessemer Venture Partners",10000000.0,Unknown,1,2022
Pine Labs,1998.0,Noida,Information Technology & Services,"Pine Labs offers a merchant platform that includes technology and financial solutions for merchants to help them in increasing their revenue, reducing the cost and complexity of running business, and managing the risks involved.",Amrish Rau,State Bank of India,20000000.0,Unknown,1,2022
Moneyboxx,2018.0,Mumbai,Financial Services,A NBFC democratising access to capital to the undeserved micro entrepreneurs in Tier 3 and beyond cities of the country.,MAYUR MODI,,1000000.0,Unknown,1,2022
CASHe,2016.0,Mumbai,Financial Services,CASHe is a credit-enabled financial technology platform that offers a wide range of consumer lending products and services including personal loans,Raman,TSLC,10000000.0,Unknown,1,2022
iD Fresh Foods,2006.0,Bengaluru,Food Production,"iD Fresh Food is professional assistant in the kitchen, helping rustle up 100% natural and authentic Indian meals in a jiffy; with no chemicals, preservatives or artificial flavors.","PC Musthafa, Abdul Naser",NewQuest Capital Partner,60000000.0,Series D,1,2022
Freecultr,2020.0,New Delhi,Apparel & Fashion,"FREECULTR is an inner, sleep, lounge and active wear brand where comfort meets style, premium meets affordable and skin meets its first love!","Shrey Luthra, Harshit Vij",Sixth Sense Ventures,5000000.0,Unknown,1,2022
Udaan,2016.0,Bengaluru,B2B E-Commerce,Udaan is India’s largest b2b eCommerce platform that is empowering small businesses through the power and scale offered by eCommerce.,"Amod Malviya, Vaibhav Gupta, Sujeet Kumar",,200000000.0,Unknown,1,2022
LivFin,2017.0,Gurugram,Financial Services,LIVFIN is a Non-Banking Finance Company (NBFC) registered with the Reserve Bank of India.,Rakesh Malhotra,BlackSoil,2000000.0,Unknown,1,2022
Bambrew,2018.0,Bengaluru,Renewables & Environment,Empowering Sustainability. Eradicating Single Use Plastic. Uplifting Rural Development,vaibhav anant,"Blue Ashva Capital, Supack Industries",unavailable,Unknown,1,2022
Courseplay,2012.0,Mumbai,E-Learning,"An AI-powered, talent development suite focused on maximizing training ROI for learning-led business growth",Arjun Gupta,Inflection Point Ventures,400000.0,Seed,1,2022
Dunzo,2015.0,Bengaluru,E-Commerce,"Dunzo is an all-in-one 24X7 delivery platform, that picks and delivers anything and everything within the city while guaranteeing super-quick deliveries.","Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha",Reliance Retail Ventures Limited,240000000.0,Unknown,1,2022
Rupifi,2020.0,Bengaluru,Financial Services,Building Financial Solutions for B2B Transactions and Payments,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Venture Partners, Tiger Global",25000000.0,Series A,1,2022
AarogyaAI,2019.0,New Delhi,Hospital & Health Care,AI-enabled SaaS that diagnoses drug-resistant tuberculosis,"Praapti Jayaswal, Avlokita Tiwari","Redstart Labs, Avaana Capital",700000.0,Seed,1,2022
Avataar,2014.0,Bengaluru,3D Ai Company,Avataar is a 3D AI company that helps large enterprise customers create immersive and interactive shopping experiences for their end consumers.,"Prashanth Aluru, Sravanth Aluru, Gaurav Baid, Mayank Tiwari","Tiger Global, Sequoia Capital India",45000000.0,Series B,1,2022
Power Gummies,2018.0,New Delhi,"Health, Wellness & Fitness",Sell crafted Gummies with Vitamins in pursuit of health powered by happiness and backed by Science.,Divij Bajaj,"9Unicorns, Wipro",6000000.0,Series A,1,2022
The ePlane Company,2017.0,Chennai,Aviation & Aerospace,The ePlane Company was started at IIT Madras in April 2017 by Professor Satya Chakravarthy and Pranjal Mehta to transform the mobility landscape.,"Satya Chakravarthy, Pranjal Mehta","Speciale Invest, Micelio",5000000.0,Pre-Series A,1,2022
Grip Invest,2020.0,Gurugram,Financial Services,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.","Nikhil Aggarwal, Vivek Gulati",,1000000.0,Unknown,1,2022
Recykal,2017.0,Hyderabad,Information Technology & Services,"Digital Technology company for Waste Management, Recycling Industry","Abhay Deshpande, Abhishek Deshpande",Morgan Stanley,22000000.0,Unknown,1,2022
DMI Finance,2008.0,New Delhi,Financial Services,A pan-India technology-driven financial services company focused on digital lending,Arindam Das,Sumitomo Mitsui Trust Bank,47000000.0,Unknown,1,2022
Rupeek,2015.0,Bengaluru,Financial Services,"Rupeek is India’s leading asset-backed, digital lending fintech platform.",Sumit Maniyar,Lightbox,34000000.0,Unknown,1,2022
Ippo Pay,2020.0,Chennai,Financial Services,"Ippopay provides Payment Solutions for Businesses, SMEs, and Freelancers. IppoPay is the first Payment Gateway from TN",Jai Kumar,Coinbase Ventures,2000000.0,Unknown,1,2022
OneDios,2019.0,Noida,Information Technology & Services,"OneDios founded in 2019  is a startup initiative to provide ""direct from company"" end customer service experience to all Indian customers.",Nitin Chawala,"India Angel Network, LetsVenture",1200000.0,Unknown,1,2022
zeda.io,2021.0,Bengaluru,Computer Software,"Zeda.io helps Product Teams and entrepreneurs to define, manage, and collaborate on their Products.","Vaibhav Devpura, Prashant Mahajan",BEENEXT,1200000.0,Seed,1,2022
